,type_of_property,subtype_of_property,bedrooms,bathrooms,region,province,postal_code,floor,living_area,state_of_property,year_of_construction,facade_count,heating,kitchen,epc_score,price,garden,terrace,neighborhood_type,fireplace,rooms,furnished,pools,age_of_property
11444,HOUSE,HOUSE,2,1.0,Flandres,Anvers,2660,,120.0,unknown,,,GAS,INSTALLED,B,219000,90.0,,unknown,False,,False,False,
11445,HOUSE,HOUSE,4,1.0,Flandres,Anvers,2160,,171.0,AS_NEW,2011.0,,GAS,INSTALLED,A,479000,,,unknown,False,,False,False,12.0
11446,HOUSE,HOUSE,3,2.0,Flandres,Flandre Occidentale,8760,,198.0,AS_NEW,1961.0,,GAS,INSTALLED,C,349000,,,URBAN,False,,False,True,62.0
11447,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9000,,,JUST_RENOVATED,,,GAS,INSTALLED,C,385000,,,unknown,False,,False,False,
11448,HOUSE,VILLA,4,1.0,Flandres,Flandre Occidentale,8700,,177.0,TO_BE_DONE_UP,1962.0,,FUELOIL,INSTALLED,F,288000,,,unknown,False,20.0,False,False,61.0
11449,HOUSE,HOUSE,2,1.0,Flandres,Flandre Orientale,9032,,250.0,GOOD,1930.0,3.0,GAS,INSTALLED,F,399000,,20.0,RESIDENTIAL,False,2.0,False,False,93.0
11450,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8770,,136.0,unknown,,,GAS,INSTALLED,C,259000,,,unknown,False,11.0,False,False,
11451,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9140,,216.0,GOOD,,,GAS,HYPER_EQUIPPED,unknown,695532,,,unknown,False,14.0,False,False,
11452,HOUSE,HOUSE,3,1.0,Flandres,Limbourg,3530,,173.0,unknown,1952.0,,GAS,INSTALLED,C,329000,,,unknown,False,,False,False,71.0
11453,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8480,,176.0,unknown,1930.0,,unknown,SEMI_EQUIPPED,F,210000,670.0,50.0,unknown,False,,False,False,93.0
11454,HOUSE,HOUSE,3,2.0,Flandres,Flandre Occidentale,8930,,,AS_NEW,1998.0,,unknown,unknown,C,199000,,,unknown,False,,False,False,25.0
11455,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2431,,,TO_RENOVATE,1930.0,,unknown,unknown,F,159000,,,unknown,False,,False,False,93.0
11456,HOUSE,HOUSE,3,2.0,Flandres,Brabant Flamand,3000,,161.0,unknown,,,unknown,unknown,B,639000,,,unknown,False,,False,False,
11457,HOUSE,HOUSE,2,1.0,Flandres,Flandre Occidentale,8020,,,JUST_RENOVATED,,,unknown,USA_INSTALLED,C,339000,,,unknown,False,,False,False,
11458,HOUSE,HOUSE,3,,Flandres,Flandre Occidentale,8830,,,AS_NEW,,,unknown,unknown,unknown,365300,,,unknown,False,,False,False,
11459,HOUSE,VILLA,3,1.0,Wallonie,Hainaut,7750,,237.0,unknown,1978.0,,unknown,unknown,D,475000,,,unknown,False,,False,False,45.0
11460,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8830,,,AS_NEW,,,unknown,unknown,unknown,408200,,,unknown,False,,False,False,
11461,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8800,,,AS_NEW,,,unknown,unknown,D,195000,,,unknown,False,,False,False,
11462,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8830,,,AS_NEW,,,unknown,unknown,unknown,441500,,,unknown,False,,False,False,
11463,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8830,,,AS_NEW,,,unknown,unknown,unknown,407900,,,unknown,False,,False,False,
11464,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8830,,,AS_NEW,,,unknown,unknown,unknown,445300,,,unknown,False,,False,False,
11465,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8620,,212.0,AS_NEW,1974.0,,GAS,INSTALLED,C,645000,,22.0,unknown,False,,False,False,49.0
11466,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Orientale,9230,2.0,90.0,GOOD,,3.0,FUELOIL,SEMI_EQUIPPED,F,165000,,6.0,URBAN,False,,False,False,
11467,APARTMENT,APARTMENT,2,1.0,Wallonie,Liège,4420,0.0,90.0,GOOD,,,unknown,INSTALLED,B,169900,,,URBAN,False,,False,False,
11468,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8380,,225.0,TO_BE_DONE_UP,1907.0,1.0,unknown,unknown,C,259000,,,unknown,False,,False,False,116.0
11469,APARTMENT,KOT,1,1.0,Flandres,Brabant Flamand,3000,0.0,16.0,AS_NEW,,2.0,unknown,unknown,unknown,219000,,,unknown,False,,True,False,
11470,APARTMENT,FLAT_STUDIO,1,1.0,Flandres,Brabant Flamand,3000,0.0,30.0,AS_NEW,,2.0,unknown,unknown,unknown,279000,,,unknown,False,,True,False,
11471,APARTMENT,KOT,1,1.0,Flandres,Brabant Flamand,3000,0.0,15.0,AS_NEW,,2.0,unknown,unknown,unknown,229000,,,unknown,False,,True,False,
11472,APARTMENT,KOT,1,1.0,Flandres,Brabant Flamand,3000,1.0,14.0,AS_NEW,,2.0,unknown,unknown,unknown,224000,,,unknown,False,,True,False,
11473,APARTMENT,KOT,1,1.0,Flandres,Brabant Flamand,3000,1.0,15.0,AS_NEW,,2.0,unknown,unknown,unknown,229000,,,unknown,False,,True,False,
11474,APARTMENT,KOT,1,1.0,Flandres,Brabant Flamand,3000,1.0,15.0,AS_NEW,,2.0,unknown,unknown,unknown,229000,,,unknown,False,,True,False,
11475,APARTMENT,KOT,1,1.0,Flandres,Brabant Flamand,3000,1.0,15.0,AS_NEW,,2.0,unknown,unknown,unknown,229000,,,unknown,False,,True,False,
11476,APARTMENT,KOT,1,1.0,Flandres,Brabant Flamand,3000,2.0,15.0,AS_NEW,,2.0,unknown,unknown,unknown,229000,,,unknown,False,,True,False,
11477,APARTMENT,KOT,1,1.0,Flandres,Brabant Flamand,3000,2.0,15.0,AS_NEW,,2.0,unknown,unknown,unknown,229000,,,unknown,False,,True,False,
11478,APARTMENT,KOT,1,1.0,Flandres,Brabant Flamand,3000,1.0,16.0,AS_NEW,,2.0,unknown,unknown,unknown,229000,,,unknown,False,,True,False,
11479,APARTMENT,KOT,1,1.0,Flandres,Brabant Flamand,3000,2.0,16.0,AS_NEW,,2.0,unknown,unknown,unknown,229000,,,unknown,False,,True,False,
11480,APARTMENT,KOT,1,1.0,Flandres,Brabant Flamand,3000,2.0,14.0,AS_NEW,,2.0,unknown,unknown,unknown,224000,,,unknown,False,,True,False,
11481,APARTMENT,KOT,1,1.0,Flandres,Brabant Flamand,3000,3.0,15.0,AS_NEW,,2.0,unknown,unknown,unknown,229000,,,unknown,False,,True,False,
11482,APARTMENT,KOT,1,1.0,Flandres,Brabant Flamand,3000,2.0,15.0,AS_NEW,,2.0,unknown,unknown,unknown,229000,,,unknown,False,,True,False,
11483,APARTMENT,APARTMENT,2,,Flandres,Flandre Occidentale,8400,1.0,85.0,GOOD,1997.0,2.0,GAS,unknown,A,325000,,,unknown,False,,False,False,26.0
11484,APARTMENT,KOT,1,1.0,Flandres,Brabant Flamand,3000,3.0,17.0,AS_NEW,,2.0,unknown,unknown,unknown,234000,,,unknown,False,,True,False,
11485,APARTMENT,KOT,1,1.0,Flandres,Brabant Flamand,3000,3.0,18.0,AS_NEW,,2.0,unknown,unknown,unknown,239000,,,unknown,False,,True,False,
11486,HOUSE,APARTMENT_BLOCK,0,,Flandres,Flandre Occidentale,8400,,340.0,unknown,1919.0,,GAS,unknown,unknown,675000,,,unknown,False,,False,False,104.0
11487,HOUSE,VILLA,3,2.0,Flandres,Anvers,2250,,391.0,unknown,2003.0,,FUELOIL,unknown,B,795000,,,unknown,False,,False,True,20.0
11488,HOUSE,VILLA,5,1.0,Flandres,Anvers,2490,,450.0,AS_NEW,2006.0,,GAS,unknown,A,598000,,,unknown,False,,False,False,17.0
11489,HOUSE,VILLA,5,1.0,Flandres,Anvers,2491,,450.0,AS_NEW,2006.0,,GAS,unknown,A,598000,,,unknown,False,,False,False,17.0
11490,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2520,,307.0,unknown,1974.0,,GAS,unknown,C,624000,,,unknown,False,,False,False,49.0
11491,HOUSE,HOUSE,4,2.0,Flandres,Anvers,2400,,238.0,TO_RENOVATE,1960.0,,FUELOIL,unknown,F,315000,,,unknown,False,,False,False,63.0
11492,HOUSE,VILLA,4,3.0,Flandres,Flandre Orientale,9830,,340.0,AS_NEW,2005.0,,GAS,INSTALLED,C,1175000,,,unknown,True,,True,True,18.0
11493,HOUSE,HOUSE,2,1.0,Flandres,Flandre Orientale,9800,,128.0,unknown,1918.0,,unknown,unknown,C,199000,,,URBAN,False,,False,False,105.0
11494,HOUSE,VILLA,4,2.0,Flandres,Flandre Occidentale,8670,,346.0,unknown,1974.0,,FUELOIL,INSTALLED,D,1675000,,,unknown,False,15.0,False,False,49.0
11495,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8020,,,GOOD,2000.0,4.0,GAS,INSTALLED,B,465000,300.0,,RESIDENTIAL,False,9.0,False,False,23.0
11496,HOUSE,HOUSE,2,,Flandres,Flandre Occidentale,8000,,,AS_NEW,,,unknown,unknown,B,519000,,,URBAN,False,,False,False,
11497,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9900,,215.0,GOOD,,2.0,unknown,INSTALLED,F,200000,,,URBAN,False,20.0,False,False,
11498,HOUSE,FARMHOUSE,8,4.0,Flandres,Limbourg,3560,,529.0,AS_NEW,1850.0,,unknown,unknown,B,1190000,,,unknown,False,21.0,False,False,173.0
11499,HOUSE,EXCEPTIONAL_PROPERTY,4,2.0,Flandres,Brabant Flamand,1790,,370.0,unknown,1984.0,4.0,GAS,INSTALLED,C,990000,,,RESIDENTIAL,False,7.0,False,False,39.0
11500,HOUSE,EXCEPTIONAL_PROPERTY,4,2.0,Flandres,Brabant Flamand,1790,,370.0,unknown,1984.0,4.0,GAS,INSTALLED,C,990000,,,RESIDENTIAL,False,7.0,False,False,39.0
11501,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8000,,130.0,GOOD,,,unknown,INSTALLED,C,395000,,,unknown,False,,False,False,
11502,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8020,,,GOOD,2023.0,,GAS,INSTALLED,A,395000,,,unknown,False,,False,False,0.0
11503,HOUSE,HOUSE,3,2.0,Flandres,Flandre Occidentale,8000,,145.0,GOOD,,,unknown,HYPER_EQUIPPED,B,389000,,,URBAN,False,,False,False,
11504,HOUSE,FARMHOUSE,5,3.0,Flandres,Limbourg,3930,,382.0,GOOD,1949.0,,GAS,INSTALLED,C,1350000,,,COUNTRY,False,,False,False,74.0
11505,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8400,,,unknown,1930.0,,unknown,unknown,unknown,495000,,,unknown,False,16.0,False,False,93.0
11506,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2220,,,TO_RENOVATE,1934.0,4.0,FUELOIL,SEMI_EQUIPPED,unknown,265000,,,unknown,False,16.0,False,False,89.0
11507,HOUSE,HOUSE,4,1.0,Flandres,Anvers,2590,,249.0,GOOD,1951.0,3.0,FUELOIL,INSTALLED,E,383000,,,unknown,False,22.0,False,False,72.0
11508,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2560,,124.0,TO_RENOVATE,1953.0,2.0,unknown,SEMI_EQUIPPED,F,195000,,,unknown,False,15.0,False,False,70.0
11509,HOUSE,HOUSE,2,1.0,Flandres,Anvers,2220,,120.0,GOOD,,2.0,PELLET,SEMI_EQUIPPED,D,235000,,,unknown,False,13.0,False,False,
11510,HOUSE,HOUSE,2,1.0,Flandres,Anvers,2221,,120.0,GOOD,,2.0,PELLET,SEMI_EQUIPPED,D,235000,,,unknown,False,13.0,False,False,
11511,HOUSE,HOUSE,5,1.0,Flandres,Brabant Flamand,1731,,650.0,AS_NEW,,4.0,ELECTRIC,unknown,unknown,999000,310.0,35.0,RESIDENTIAL,False,,False,False,
11512,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2260,,167.0,GOOD,2024.0,,unknown,NOT_INSTALLED,unknown,325000,,,unknown,False,16.0,False,False,-1.0
11513,HOUSE,HOUSE,3,1.0,Flandres,Limbourg,3920,,130.0,TO_RENOVATE,1949.0,4.0,GAS,NOT_INSTALLED,F,209000,,,unknown,True,,False,False,74.0
11514,HOUSE,VILLA,5,3.0,Flandres,Limbourg,3920,,313.0,AS_NEW,2004.0,4.0,unknown,INSTALLED,B,672500,,25.0,unknown,True,,False,False,19.0
11515,HOUSE,HOUSE,2,1.0,Flandres,Limbourg,3910,,161.0,TO_RENOVATE,,4.0,FUELOIL,unknown,F,225000,,,unknown,True,,False,False,
11516,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Orientale,9230,4.0,72.0,AS_NEW,2006.0,2.0,GAS,USA_HYPER_EQUIPPED,B,245000,,6.0,URBAN,False,,False,False,17.0
11517,APARTMENT,PENTHOUSE,3,2.0,Flandres,Flandre Occidentale,8670,5.0,163.0,GOOD,1993.0,4.0,ELECTRIC,INSTALLED,F,1650000,,,unknown,False,4.0,False,False,30.0
11518,APARTMENT,DUPLEX,2,1.0,Flandres,Flandre Occidentale,8500,67.0,168.0,GOOD,1963.0,3.0,GAS,USA_HYPER_EQUIPPED,C,545000,,,URBAN,False,,False,False,60.0
11519,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Occidentale,8500,67.0,168.0,GOOD,1963.0,3.0,GAS,USA_HYPER_EQUIPPED,C,545000,,,URBAN,False,,False,False,60.0
11520,APARTMENT,LOFT,7,5.0,Flandres,Flandre Occidentale,8500,0.0,800.0,AS_NEW,,3.0,GAS,USA_HYPER_EQUIPPED,C,1450000,,,RESIDENTIAL,False,,False,False,
11521,HOUSE,HOUSE,3,1.0,Wallonie,Luxembourg,6960,,117.0,GOOD,,4.0,FUELOIL,unknown,D,225000,,,unknown,False,,False,False,
11522,HOUSE,APARTMENT_BLOCK,3,,Flandres,Anvers,2840,,,AS_NEW,,,GAS,INSTALLED,B,565000,,,unknown,False,,False,False,
11523,HOUSE,HOUSE,3,1.0,Bruxelles,Bruxelles,1180,,167.0,TO_RENOVATE,1933.0,3.0,GAS,unknown,G,625000,,,unknown,False,,False,False,90.0
11524,HOUSE,APARTMENT_BLOCK,0,,Bruxelles,Bruxelles,1050,,650.0,TO_BE_DONE_UP,1918.0,2.0,GAS,unknown,unknown,1900000,,,unknown,False,,False,False,105.0
11525,HOUSE,HOUSE,4,1.0,Wallonie,Brabant Wallon,1400,,131.0,unknown,2006.0,3.0,GAS,unknown,C,429000,,,unknown,False,,False,False,17.0
11526,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8630,,169.0,TO_RENOVATE,1850.0,2.0,ELECTRIC,unknown,F,185000,,,unknown,False,,False,False,173.0
11527,HOUSE,VILLA,3,1.0,Flandres,Flandre Occidentale,8670,,222.0,GOOD,1959.0,,unknown,unknown,D,649000,,,unknown,True,,False,False,64.0
11528,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9000,,150.0,AS_NEW,,,unknown,unknown,F,399000,,,unknown,False,,False,False,
11529,HOUSE,HOUSE,4,,Wallonie,Hainaut,7063,,,unknown,1768.0,4.0,GAS,unknown,C,710000,3000.0,45.0,COUNTRY,False,,False,False,255.0
11530,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2100,,,JUST_RENOVATED,,,unknown,unknown,C,455000,,,unknown,False,,False,False,
11531,HOUSE,HOUSE,3,2.0,Flandres,Flandre Occidentale,8551,,180.0,JUST_RENOVATED,,,unknown,unknown,C,395000,643.0,,unknown,False,,False,False,
11532,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8570,,150.0,AS_NEW,,,unknown,unknown,D,270000,237.0,,unknown,False,,False,False,
11533,HOUSE,HOUSE,3,2.0,Flandres,Flandre Orientale,9550,,286.0,unknown,1946.0,,unknown,unknown,B,575000,2683.0,,COUNTRY,False,,False,False,77.0
11534,HOUSE,HOUSE,4,1.0,Flandres,Flandre Orientale,9420,,332.0,AS_NEW,,,GAS,INSTALLED,B,495000,,,unknown,False,,False,True,
11535,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9470,,129.0,TO_RENOVATE,1950.0,,unknown,unknown,F,287000,,,unknown,False,,False,False,73.0
11536,HOUSE,HOUSE,3,2.0,Flandres,Flandre Orientale,9070,,165.0,unknown,2023.0,,unknown,unknown,unknown,561060,400.0,,unknown,False,,False,False,0.0
11537,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9308,,116.0,TO_RENOVATE,,,unknown,unknown,F,190000,,,unknown,False,,False,False,
11538,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9971,,184.0,unknown,2023.0,,unknown,HYPER_EQUIPPED,unknown,312750,,,unknown,False,,False,False,0.0
11539,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9970,,135.0,unknown,2023.0,,GAS,HYPER_EQUIPPED,unknown,329140,,,unknown,False,,False,False,0.0
11540,HOUSE,MANOR_HOUSE,4,1.0,Flandres,Flandre Orientale,9970,,386.0,TO_BE_DONE_UP,1985.0,,FUELOIL,HYPER_EQUIPPED,C,475000,,,unknown,False,,False,False,38.0
11541,HOUSE,HOUSE,3,,Flandres,Flandre Occidentale,8800,,135.0,AS_NEW,1958.0,,unknown,unknown,F,250000,,,unknown,False,,False,False,65.0
11542,HOUSE,APARTMENT_BLOCK,6,,Flandres,Brabant Flamand,3061,,387.0,TO_BE_DONE_UP,1991.0,,unknown,unknown,B,690000,,,unknown,False,,False,False,32.0
11543,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8800,,160.0,AS_NEW,2015.0,,GAS,INSTALLED,B,410000,614.0,,URBAN,False,,False,False,8.0
11544,HOUSE,HOUSE,6,2.0,Wallonie,Luxembourg,6940,,324.0,AS_NEW,,,FUELOIL,HYPER_EQUIPPED,D,495000,,,unknown,False,,True,False,
11545,HOUSE,HOUSE,1,1.0,Flandres,Flandre Orientale,9000,,50.0,AS_NEW,1862.0,,unknown,INSTALLED,F,245000,300.0,,URBAN,False,,False,False,161.0
11546,HOUSE,HOUSE,4,1.0,Wallonie,Hainaut,6440,,245.0,GOOD,,2.0,FUELOIL,USA_INSTALLED,D,209000,310.0,26.0,unknown,True,,False,False,
11547,HOUSE,HOUSE,2,1.0,Flandres,Flandre Occidentale,8850,,266.0,unknown,1989.0,,unknown,unknown,C,275000,,,unknown,False,13.0,False,False,34.0
11548,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2550,,185.0,unknown,,,unknown,unknown,unknown,459500,,,unknown,False,,False,False,
11549,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9032,,160.0,GOOD,,3.0,GAS,INSTALLED,D,365000,50.0,6.0,RESIDENTIAL,False,3.0,False,False,
11550,APARTMENT,PENTHOUSE,3,2.0,Flandres,Anvers,2300,5.0,169.0,GOOD,1989.0,3.0,GAS,INSTALLED,B,345000,,50.0,RESIDENTIAL,False,,False,False,34.0
11551,HOUSE,APARTMENT_BLOCK,0,,Flandres,Anvers,2060,,,unknown,1961.0,,unknown,unknown,F,465000,,,unknown,False,,False,False,62.0
11552,APARTMENT,GROUND_FLOOR,3,1.0,Flandres,Anvers,2020,0.0,96.0,GOOD,,2.0,GAS,HYPER_EQUIPPED,D,289000,,7.0,URBAN,False,,False,False,
11553,APARTMENT,APARTMENT,2,1.0,Wallonie,Liège,4430,2.0,98.0,GOOD,,2.0,ELECTRIC,unknown,D,180000,,,URBAN,False,,False,False,
11554,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Occidentale,8620,4.0,53.0,GOOD,1998.0,3.0,ELECTRIC,NOT_INSTALLED,E,289000,,3.0,URBAN,True,,True,False,25.0
11555,APARTMENT,APARTMENT,1,1.0,Flandres,Limbourg,3900,2.0,72.0,AS_NEW,2023.0,3.0,unknown,unknown,unknown,219500,,10.0,unknown,False,,False,False,0.0
11556,APARTMENT,APARTMENT,0,1.0,Flandres,Flandre Occidentale,8420,4.0,40.0,TO_RENOVATE,1966.0,2.0,GAS,unknown,D,109000,,,unknown,False,,False,False,57.0
11557,APARTMENT,APARTMENT,1,1.0,Bruxelles,Bruxelles,1080,20.0,70.0,GOOD,1970.0,4.0,GAS,USA_INSTALLED,E,175000,,10.0,ISOLATED,False,,False,False,53.0
11558,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Occidentale,8700,1.0,91.0,GOOD,1993.0,2.0,GAS,unknown,C,219000,,,FITTED_OUT,False,2.0,False,False,30.0
11559,APARTMENT,APARTMENT,2,1.0,Flandres,Anvers,2850,2.0,84.0,GOOD,1966.0,3.0,FUELOIL,INSTALLED,C,219000,,2.0,RESIDENTIAL,False,,False,False,57.0
11560,APARTMENT,APARTMENT,2,1.0,Flandres,Flandre Occidentale,8400,1.0,92.0,AS_NEW,1968.0,,unknown,unknown,unknown,395000,,,unknown,False,3.0,False,False,55.0
11561,APARTMENT,GROUND_FLOOR,2,1.0,Flandres,Flandre Orientale,9320,0.0,95.0,AS_NEW,2022.0,3.0,GAS,USA_HYPER_EQUIPPED,unknown,292500,,11.0,URBAN,False,,False,False,1.0
11562,APARTMENT,DUPLEX,2,1.0,Flandres,Flandre Orientale,9320,2.0,160.0,AS_NEW,2022.0,3.0,GAS,USA_HYPER_EQUIPPED,unknown,332500,,43.0,URBAN,False,,False,False,1.0
11563,HOUSE,HOUSE,2,1.0,Flandres,Anvers,2910,,147.0,AS_NEW,1958.0,2.0,GAS,INSTALLED,B,327000,75.0,,unknown,True,,False,False,65.0
11564,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8510,,200.0,unknown,1918.0,3.0,GAS,unknown,unknown,230000,,,unknown,True,,False,False,105.0
11565,APARTMENT,APARTMENT,1,1.0,Flandres,Flandre Occidentale,8400,4.0,61.0,JUST_RENOVATED,,,GAS,unknown,B,165000,,3.0,unknown,False,2.0,True,False,
11566,HOUSE,VILLA,3,1.0,Wallonie,Liège,4520,,190.0,GOOD,2001.0,4.0,GAS,USA_INSTALLED,C,449000,911.0,50.0,unknown,True,,False,False,22.0
11567,HOUSE,HOUSE,3,2.0,Flandres,Anvers,2850,,300.0,GOOD,1990.0,,unknown,INSTALLED,B,459000,,,unknown,True,,False,False,33.0
11568,HOUSE,HOUSE,2,,Flandres,Anvers,2800,,111.0,unknown,,,GAS,INSTALLED,F,250000,,,unknown,False,,False,False,
11569,HOUSE,HOUSE,3,1.0,Wallonie,Liège,4520,,190.0,GOOD,2001.0,4.0,GAS,USA_INSTALLED,C,449000,911.0,50.0,unknown,True,,False,False,22.0
11570,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2580,,150.0,TO_RENOVATE,,3.0,FUELOIL,unknown,F,249000,400.0,,unknown,True,,False,False,
11571,HOUSE,HOUSE,1,1.0,Wallonie,Liège,4610,,46.0,TO_BE_DONE_UP,1969.0,3.0,GAS,INSTALLED,G,159000,60.0,,URBAN,False,,False,False,54.0
11572,HOUSE,APARTMENT_BLOCK,0,4.0,Bruxelles,Bruxelles,1080,,250.0,TO_BE_DONE_UP,1940.0,2.0,GAS,INSTALLED,unknown,450000,,,URBAN,False,,False,False,83.0
11573,HOUSE,HOUSE,3,2.0,Flandres,Brabant Flamand,1500,,235.0,AS_NEW,1960.0,2.0,FUELOIL,HYPER_EQUIPPED,C,575000,52.0,27.0,unknown,False,,False,False,63.0
11574,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2800,,123.0,TO_RENOVATE,1975.0,3.0,GAS,USA_INSTALLED,F,298000,,,unknown,False,,False,False,48.0
11575,HOUSE,HOUSE,3,2.0,Wallonie,Liège,4420,,185.0,GOOD,,3.0,FUELOIL,INSTALLED,D,279000,,67.0,URBAN,False,,False,False,
11576,HOUSE,HOUSE,4,1.0,Wallonie,Hainaut,7940,,,GOOD,2005.0,4.0,FUELOIL,INSTALLED,B,445000,,,unknown,True,,False,False,18.0
11577,HOUSE,HOUSE,4,1.0,Wallonie,Hainaut,7830,,,GOOD,2005.0,4.0,FUELOIL,INSTALLED,B,445000,,,unknown,True,,False,False,18.0
11578,HOUSE,HOUSE,3,2.0,Bruxelles,Bruxelles,1160,,194.0,GOOD,1960.0,3.0,GAS,INSTALLED,F,550000,20.0,4.0,unknown,False,,False,False,63.0
11579,HOUSE,HOUSE,4,1.0,Wallonie,Hainaut,7850,,,GOOD,2005.0,4.0,FUELOIL,INSTALLED,B,445000,,,unknown,True,,False,False,18.0
11580,HOUSE,APARTMENT_BLOCK,6,5.0,Bruxelles,Bruxelles,1000,,380.0,JUST_RENOVATED,1850.0,2.0,unknown,HYPER_EQUIPPED,C,1500000,,15.0,unknown,False,,False,False,173.0
11581,HOUSE,BUNGALOW,3,1.0,Flandres,Flandre Orientale,9140,,105.0,TO_RENOVATE,1977.0,4.0,PELLET,SEMI_EQUIPPED,F,340000,170.0,10.0,ISOLATED,False,,False,False,46.0
11582,HOUSE,APARTMENT_BLOCK,3,2.0,Wallonie,Namur,5540,,106.0,GOOD,,4.0,GAS,INSTALLED,F,175000,,,URBAN,False,,False,False,
11583,HOUSE,HOUSE,1,1.0,Wallonie,Namur,5500,,62.0,GOOD,1835.0,4.0,FUELOIL,SEMI_EQUIPPED,E,135000,,,ISOLATED,False,,False,False,188.0
11584,HOUSE,HOUSE,4,1.0,Flandres,Flandre Orientale,9700,,169.0,GOOD,2010.0,3.0,GAS,USA_INSTALLED,B,325000,90.0,21.0,ISOLATED,False,,False,False,13.0
11585,HOUSE,HOUSE,4,4.0,Flandres,Flandre Orientale,9000,,279.0,GOOD,1904.0,2.0,GAS,INSTALLED,C,1050000,,,URBAN,False,5.0,False,False,119.0
11586,HOUSE,BUNGALOW,2,1.0,Wallonie,Namur,5540,,120.0,GOOD,2000.0,4.0,unknown,SEMI_EQUIPPED,F,115000,,,COUNTRY,False,,False,False,23.0
11587,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9050,,153.0,unknown,2023.0,3.0,unknown,USA_HYPER_EQUIPPED,A,560000,136.0,19.0,RESIDENTIAL,False,,False,False,0.0
11588,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9050,,153.0,unknown,2023.0,4.0,unknown,USA_HYPER_EQUIPPED,A,640000,258.0,18.0,RESIDENTIAL,False,,False,False,0.0
11589,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9050,,153.0,unknown,2023.0,3.0,unknown,USA_HYPER_EQUIPPED,A,566800,160.0,19.0,RESIDENTIAL,False,,False,False,0.0
11590,HOUSE,HOUSE,2,1.0,Wallonie,Hainaut,6040,,115.0,GOOD,1920.0,2.0,PELLET,INSTALLED,D,149000,100.0,,ISOLATED,False,,False,False,103.0
11591,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,6182,,130.0,JUST_RENOVATED,,4.0,GAS,INSTALLED,D,249000,620.0,30.0,ISOLATED,False,,False,False,
11592,APARTMENT,APARTMENT,2,,Flandres,Flandre Occidentale,8420,1.0,86.0,GOOD,2023.0,2.0,GAS,unknown,unknown,368000,,7.0,FITTED_OUT,False,1.0,False,False,0.0
11593,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,6180,,130.0,JUST_RENOVATED,,4.0,GAS,INSTALLED,D,249000,620.0,30.0,ISOLATED,False,,False,False,
11594,APARTMENT,APARTMENT,8,4.0,Wallonie,Namur,5060,0.0,,unknown,,4.0,FUELOIL,unknown,D,545000,,,unknown,True,,False,False,
