,type_of_property,subtype_of_property,bedrooms,bathrooms,region,province,postal_code,floor,living_area,state_of_property,year_of_construction,facade_count,heating,kitchen,epc_score,price,garden,terrace,neighborhood_type,fireplace,rooms,furnished,pools,age_of_property
151,HOUSE,HOUSE,3,2.0,Wallonie,Hainaut,7866,,184.0,AS_NEW,,4.0,unknown,unknown,A+,360882,,,unknown,False,,False,False,
152,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7972,,147.0,AS_NEW,,4.0,unknown,unknown,A+,288727,,,unknown,False,,False,False,
153,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7063,,189.0,AS_NEW,,4.0,unknown,unknown,A+,377809,,,unknown,False,,False,False,
154,APARTMENT,APARTMENT,2,1.0,Bruxelles,Bruxelles,1190,5.0,90.0,TO_BE_DONE_UP,1970.0,2.0,FUELOIL,USA_SEMI_EQUIPPED,G,280000,,6.0,unknown,False,,False,False,53.0
155,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7600,,184.0,AS_NEW,,4.0,unknown,unknown,A+,387975,,,unknown,False,,False,False,
156,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7950,,147.0,unknown,,4.0,unknown,unknown,A+,319727,,,unknown,False,,False,False,
157,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7034,,147.0,AS_NEW,,4.0,unknown,unknown,A+,296727,,,unknown,False,,False,False,
158,APARTMENT,APARTMENT,3,2.0,Bruxelles,Bruxelles,1030,1.0,134.0,AS_NEW,2012.0,,GAS,unknown,C,350000,,15.0,unknown,False,,False,False,11.0
160,HOUSE,HOUSE,4,1.0,Wallonie,Liège,4141,,110.0,JUST_RENOVATED,1918.0,3.0,unknown,INSTALLED,F,299000,110.0,,COUNTRY,False,,False,False,105.0
161,HOUSE,HOUSE,4,2.0,Wallonie,Hainaut,7812,,189.0,AS_NEW,,4.0,unknown,unknown,A+,381905,,,unknown,False,,False,False,
162,HOUSE,HOUSE,4,2.0,Wallonie,Hainaut,7620,,189.0,AS_NEW,,4.0,unknown,unknown,A+,370405,,,unknown,False,,False,False,
163,APARTMENT,FLAT_STUDIO,0,1.0,Wallonie,Liège,4031,1.0,30.0,AS_NEW,1971.0,4.0,GAS,SEMI_EQUIPPED,E,115000,2000.0,5.0,COUNTRY,False,,True,True,52.0
164,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7812,,147.0,AS_NEW,,4.0,unknown,unknown,A+,297227,,,unknown,False,,False,False,
165,HOUSE,HOUSE,4,2.0,Wallonie,Hainaut,7540,,189.0,AS_NEW,,4.0,unknown,unknown,A+,441905,,,unknown,False,,False,False,
166,HOUSE,HOUSE,5,1.0,Flandres,Anvers,2220,,204.0,unknown,2023.0,,unknown,HYPER_EQUIPPED,unknown,465000,,,unknown,False,,False,False,0.0
167,APARTMENT,APARTMENT,2,1.0,Bruxelles,Bruxelles,1080,7.0,72.0,GOOD,1978.0,2.0,GAS,HYPER_EQUIPPED,C,219000,,6.0,URBAN,False,,False,False,45.0
168,HOUSE,HOUSE,4,1.0,Flandres,Anvers,2220,,178.0,unknown,2023.0,,unknown,HYPER_EQUIPPED,unknown,450000,,,unknown,False,,False,False,0.0
169,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2230,,210.0,unknown,2022.0,,GAS,USA_HYPER_EQUIPPED,unknown,476000,,,unknown,False,,False,False,1.0
170,HOUSE,HOUSE,3,,Flandres,Brabant Flamand,1770,,132.0,unknown,,,unknown,unknown,unknown,290000,,,unknown,False,,False,False,
171,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2260,,173.0,TO_RENOVATE,1965.0,,FUELOIL,unknown,F,395000,,,unknown,False,,False,False,58.0
172,HOUSE,HOUSE,3,,Flandres,Flandre Orientale,9470,,142.0,unknown,,,unknown,unknown,unknown,456000,,,URBAN,False,,False,False,
173,HOUSE,HOUSE,3,2.0,Flandres,Flandre Orientale,9120,,152.0,AS_NEW,,,unknown,unknown,B,359000,,,unknown,False,,False,False,
174,HOUSE,HOUSE,3,,Flandres,Flandre Orientale,9870,,228.0,unknown,,,unknown,unknown,unknown,760000,,,unknown,False,,False,False,
175,HOUSE,HOUSE,3,,Flandres,Flandre Orientale,9470,,168.0,unknown,,,unknown,unknown,unknown,406000,,,URBAN,False,,False,False,
176,HOUSE,HOUSE,3,4.0,Flandres,Limbourg,3690,,336.0,unknown,1969.0,,unknown,unknown,C,699000,2514.0,,unknown,True,,False,True,54.0
177,HOUSE,HOUSE,2,1.0,Flandres,Limbourg,3600,,95.0,unknown,1940.0,,unknown,unknown,F,190000,,,unknown,False,,False,False,83.0
178,HOUSE,HOUSE,3,1.0,Flandres,Limbourg,3600,,139.0,AS_NEW,,,unknown,unknown,D,315000,,,unknown,False,,False,False,
179,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8650,,,AS_NEW,,,unknown,unknown,C,299000,,,unknown,False,,False,False,
180,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2660,,126.0,unknown,,,unknown,unknown,D,298000,,,unknown,False,,False,False,
181,HOUSE,APARTMENT_BLOCK,2,4.0,Flandres,Anvers,2170,,580.0,unknown,1976.0,,unknown,unknown,B,1150000,,,URBAN,False,,False,False,47.0
182,HOUSE,HOUSE,3,1.0,Wallonie,Liège,4970,,102.0,TO_BE_DONE_UP,,,unknown,unknown,E,129000,,,unknown,False,,False,False,
183,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8510,,,unknown,1958.0,,unknown,unknown,B,320000,,14.0,unknown,False,,False,False,65.0
184,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8400,,219.0,TO_BE_DONE_UP,1960.0,,unknown,unknown,D,330000,,,unknown,False,,False,False,63.0
185,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8550,,127.0,AS_NEW,,,GAS,HYPER_EQUIPPED,A,338976,,,unknown,False,,False,False,
186,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8200,,298.0,unknown,1967.0,,FUELOIL,INSTALLED,F,395000,,,unknown,False,,False,False,56.0
187,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8930,,146.0,AS_NEW,1918.0,,unknown,unknown,D,129000,,,unknown,False,,False,False,105.0
188,HOUSE,VILLA,5,2.0,Flandres,Limbourg,3500,,343.0,unknown,1965.0,,unknown,unknown,F,650000,,,unknown,False,,False,False,58.0
189,HOUSE,VILLA,4,,Flandres,Flandre Occidentale,8730,,317.0,AS_NEW,1985.0,,GAS,USA_INSTALLED,C,729000,,,RESIDENTIAL,False,,False,False,38.0
190,HOUSE,HOUSE,2,1.0,Flandres,Flandre Occidentale,8550,,122.0,unknown,,,unknown,unknown,A,333396,,,unknown,False,,False,False,
191,HOUSE,HOUSE,3,1.0,Flandres,Limbourg,3700,,175.0,AS_NEW,1954.0,,unknown,unknown,C,345000,,,unknown,False,,False,False,69.0
192,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9000,,107.0,unknown,1875.0,,unknown,unknown,B,335000,,,unknown,False,,False,False,148.0
193,HOUSE,HOUSE,6,1.0,Flandres,Brabant Flamand,1850,,160.0,TO_BE_DONE_UP,1930.0,,unknown,unknown,C,490000,,42.0,COUNTRY,False,,False,False,93.0
194,HOUSE,HOUSE,4,2.0,Flandres,Flandre Occidentale,8400,,375.0,AS_NEW,1950.0,,unknown,INSTALLED,unknown,429000,,,unknown,False,,False,False,73.0
195,HOUSE,VILLA,6,3.0,Wallonie,Brabant Wallon,1330,,210.0,GOOD,1955.0,4.0,GAS,INSTALLED,E,750000,,,unknown,False,,False,False,68.0
196,HOUSE,HOUSE,2,1.0,Flandres,Flandre Orientale,9600,,,AS_NEW,,,unknown,unknown,D,169900,,,URBAN,True,,False,False,
197,HOUSE,VILLA,3,1.0,Flandres,Brabant Flamand,3300,,120.0,GOOD,1967.0,4.0,FUELOIL,unknown,F,389000,,,unknown,False,,False,False,56.0
198,HOUSE,EXCEPTIONAL_PROPERTY,4,4.0,Wallonie,Hainaut,7130,,450.0,AS_NEW,,4.0,FUELOIL,USA_HYPER_EQUIPPED,C,1450000,6.0,,unknown,False,,False,True,
199,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2800,,170.0,AS_NEW,,3.0,unknown,unknown,C,425000,,,unknown,False,,False,False,
200,HOUSE,APARTMENT_BLOCK,18,6.0,Flandres,Flandre Orientale,9100,,745.0,GOOD,1965.0,2.0,GAS,INSTALLED,B,1149750,,22.0,URBAN,False,,False,False,58.0
201,APARTMENT,APARTMENT,1,1.0,Flandres,Brabant Flamand,3001,2.0,72.0,unknown,1975.0,2.0,GAS,SEMI_EQUIPPED,B,289000,,,unknown,True,,False,False,48.0
202,APARTMENT,APARTMENT,2,1.0,Bruxelles,Bruxelles,1090,3.0,115.0,TO_RENOVATE,1952.0,2.0,GAS,SEMI_EQUIPPED,F,225000,,,unknown,True,,False,False,71.0
203,HOUSE,HOUSE,2,1.0,Wallonie,Liège,4051,,157.0,GOOD,,2.0,GAS,INSTALLED,D,179000,,,unknown,True,,False,False,
204,APARTMENT,APARTMENT,3,1.0,Flandres,Anvers,2630,1.0,125.0,GOOD,1992.0,3.0,GAS,unknown,B,329000,,,unknown,True,,False,False,31.0
205,APARTMENT,APARTMENT,2,1.0,Flandres,Limbourg,3650,0.0,100.0,unknown,2005.0,,GAS,unknown,B,264500,,,unknown,False,,False,False,18.0
206,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7021,,189.0,AS_NEW,,4.0,unknown,NOT_INSTALLED,A+,360309,,,unknown,False,,False,False,
207,APARTMENT,APARTMENT,2,1.0,Flandres,Anvers,2270,2.0,272.0,GOOD,2005.0,,GAS,INSTALLED,B,285000,,,unknown,False,,False,False,18.0
208,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7950,,147.0,AS_NEW,,4.0,unknown,unknown,A+,329727,,,unknown,False,,False,False,
209,APARTMENT,FLAT_STUDIO,1,1.0,Flandres,Brabant Flamand,3001,1.0,31.0,unknown,1975.0,2.0,GAS,unknown,C,179000,,3.0,unknown,True,,False,False,48.0
210,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7950,,184.0,AS_NEW,,4.0,unknown,unknown,A+,367975,,,unknown,False,,False,False,
211,HOUSE,OTHER_PROPERTY,10,,Flandres,Flandre Occidentale,8930,,,AS_NEW,1969.0,,unknown,unknown,C,670000,,,unknown,False,,False,False,54.0
212,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8540,,109.0,unknown,2022.0,,unknown,unknown,A,270000,,,unknown,False,,False,False,1.0
213,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8540,,112.0,unknown,2021.0,,unknown,unknown,A,335000,,,unknown,False,,False,False,2.0
214,HOUSE,HOUSE,3,,Flandres,Flandre Occidentale,8530,,,unknown,,,unknown,unknown,unknown,385000,,,unknown,False,,False,False,
215,HOUSE,HOUSE,3,,Flandres,Flandre Occidentale,8792,,220.0,unknown,2023.0,,unknown,unknown,unknown,519000,,,unknown,False,,False,False,0.0
216,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8770,,180.0,unknown,2023.0,,unknown,unknown,A,382735,,,unknown,False,,False,False,0.0
217,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8550,,112.0,unknown,2021.0,,unknown,unknown,A,325000,,,unknown,False,,False,False,2.0
218,HOUSE,VILLA,4,2.0,Flandres,Flandre Occidentale,8600,,263.0,unknown,1998.0,,unknown,INSTALLED,E,585000,,,URBAN,True,,False,False,25.0
219,HOUSE,HOUSE,3,,Flandres,Flandre Occidentale,8530,,190.0,unknown,2023.0,,unknown,unknown,A,349500,,,unknown,False,,False,False,0.0
220,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8600,,172.0,TO_BE_DONE_UP,,,GAS,USA_INSTALLED,E,195000,,,URBAN,False,,False,False,
221,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8870,,135.0,GOOD,1936.0,,unknown,SEMI_EQUIPPED,C,199000,,,URBAN,False,,False,False,87.0
222,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8480,,225.0,TO_BE_DONE_UP,1935.0,,GAS,INSTALLED,E,249000,,,COUNTRY,False,,False,False,88.0
223,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8650,,182.0,TO_RENOVATE,,,FUELOIL,SEMI_EQUIPPED,F,285000,,,unknown,False,,True,False,
224,HOUSE,HOUSE,4,2.0,Flandres,Flandre Occidentale,8840,,,unknown,,,FUELOIL,unknown,C,1295000,,,unknown,False,,False,False,
225,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8650,,182.0,TO_RENOVATE,,,FUELOIL,SEMI_EQUIPPED,F,285000,,,unknown,False,,True,False,
226,HOUSE,HOUSE,2,1.0,Flandres,Flandre Occidentale,8920,,126.0,TO_BE_DONE_UP,,,unknown,SEMI_EQUIPPED,F,159500,,,unknown,False,,False,False,
227,HOUSE,HOUSE,2,1.0,Flandres,Flandre Occidentale,8920,,126.0,TO_BE_DONE_UP,,,unknown,SEMI_EQUIPPED,F,159500,,,unknown,False,,False,False,
228,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9070,,187.0,TO_BE_DONE_UP,1978.0,,GAS,unknown,D,398000,,,COUNTRY,True,,False,False,45.0
229,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8840,,,unknown,,,unknown,unknown,C,450000,,,unknown,False,,False,False,
230,HOUSE,HOUSE,4,1.0,Flandres,Flandre Orientale,9968,,135.0,TO_BE_DONE_UP,1935.0,,PELLET,INSTALLED,F,199000,,,COUNTRY,False,,False,False,88.0
231,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9080,,165.0,TO_RENOVATE,1870.0,,unknown,unknown,F,249000,,,unknown,False,,False,False,153.0
232,HOUSE,HOUSE,4,1.0,Wallonie,Luxembourg,6600,,195.0,unknown,,3.0,GAS,unknown,E,270000,,,unknown,False,,False,False,
233,HOUSE,HOUSE,5,1.0,Flandres,Flandre Occidentale,8530,,,unknown,,,unknown,unknown,A,393083,,,unknown,False,,False,False,
234,HOUSE,HOUSE,6,1.0,Flandres,Flandre Orientale,9910,,,TO_RENOVATE,1784.0,,unknown,unknown,unknown,366000,,,unknown,False,,False,False,239.0
235,HOUSE,APARTMENT_BLOCK,1,2.0,Flandres,Brabant Flamand,1800,,80.0,GOOD,2010.0,2.0,GAS,HYPER_EQUIPPED,B,329000,,,unknown,False,,False,False,13.0
236,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9080,,150.0,AS_NEW,2004.0,,GAS,INSTALLED,B,579000,,,unknown,False,,False,False,19.0
237,HOUSE,MANSION,5,1.0,Flandres,Flandre Orientale,9910,,405.0,TO_RENOVATE,1786.0,,FUELOIL,unknown,unknown,366000,,,unknown,False,,False,False,237.0
238,HOUSE,VILLA,3,2.0,Flandres,Flandre Occidentale,8310,,,unknown,,,unknown,unknown,A,715520,,,unknown,False,,False,False,
239,HOUSE,HOUSE,3,1.0,Flandres,Brabant Flamand,1770,,,TO_RENOVATE,1961.0,,unknown,unknown,E,350000,,,unknown,True,,False,False,62.0
240,HOUSE,HOUSE,4,2.0,Wallonie,Hainaut,7387,,233.0,AS_NEW,,4.0,unknown,unknown,A+,477787,,,unknown,False,,False,False,
241,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7332,,147.0,AS_NEW,,4.0,unknown,unknown,A+,340727,,,unknown,False,,False,False,
242,HOUSE,HOUSE,2,1.0,Flandres,Anvers,2590,,128.0,TO_BE_DONE_UP,1963.0,4.0,FUELOIL,unknown,F,309000,2056.0,12.0,RESIDENTIAL,False,1.0,False,False,60.0
243,HOUSE,HOUSE,3,2.0,Wallonie,Hainaut,7520,,180.0,AS_NEW,,4.0,unknown,unknown,A+,460008,,,unknown,False,,False,False,
244,HOUSE,HOUSE,4,2.0,Wallonie,Hainaut,7611,,189.0,AS_NEW,,4.0,unknown,unknown,A+,398905,,,unknown,False,,False,False,
245,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7520,,189.0,AS_NEW,,4.0,unknown,unknown,A+,397309,,,unknown,False,,False,False,
246,HOUSE,HOUSE,4,1.0,Wallonie,Hainaut,7901,,147.0,AS_NEW,,4.0,unknown,unknown,A+,338611,,,unknown,False,,False,False,
247,APARTMENT,APARTMENT,1,1.0,Bruxelles,Bruxelles,1030,2.0,50.0,JUST_RENOVATED,1936.0,2.0,GAS,USA_INSTALLED,C,200000,,,URBAN,False,,False,False,87.0
248,HOUSE,HOUSE,3,2.0,Wallonie,Hainaut,7063,,255.0,AS_NEW,,4.0,unknown,unknown,A+,579619,,,unknown,False,,False,False,
249,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7730,,189.0,AS_NEW,,4.0,unknown,unknown,A+,369809,,,unknown,False,,False,False,
250,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7742,,147.0,AS_NEW,,4.0,unknown,unknown,A+,284727,,,unknown,False,,False,False,
251,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7950,,189.0,AS_NEW,,4.0,unknown,unknown,A+,366709,,,unknown,False,,False,False,
252,APARTMENT,APARTMENT,2,1.0,Bruxelles,Bruxelles,1050,3.0,129.0,TO_RENOVATE,1930.0,2.0,FUELOIL,unknown,D,499000,,9.0,RESIDENTIAL,False,,False,False,93.0
253,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7600,,189.0,AS_NEW,,4.0,unknown,unknown,A+,365309,,,unknown,False,,False,False,
254,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7864,,189.0,AS_NEW,,4.0,unknown,unknown,A+,380809,,,unknown,False,,False,False,
255,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7640,,189.0,AS_NEW,,4.0,unknown,unknown,A+,340309,,,unknown,False,,False,False,
256,APARTMENT,APARTMENT,1,1.0,Flandres,Anvers,2000,4.0,80.0,unknown,,2.0,GAS,HYPER_EQUIPPED,C,294000,,,URBAN,False,,False,False,
257,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7640,,147.0,AS_NEW,,4.0,unknown,unknown,A+,309727,,,unknown,False,,False,False,
258,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7622,,189.0,AS_NEW,,4.0,unknown,unknown,A+,379809,,,unknown,False,,False,False,
259,HOUSE,HOUSE,4,1.0,Wallonie,Hainaut,7640,,147.0,AS_NEW,,4.0,unknown,unknown,A+,349611,,,unknown,False,,False,False,
260,HOUSE,APARTMENT_BLOCK,0,,Bruxelles,Bruxelles,1190,,,TO_BE_DONE_UP,,2.0,GAS,unknown,unknown,425000,1.0,1.0,SHOP_STREET,False,,False,False,
261,HOUSE,MANSION,6,2.0,Flandres,Anvers,2170,,387.0,unknown,1930.0,,GAS,INSTALLED,E,599950,,67.0,URBAN,False,,False,False,93.0
262,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2660,,131.0,unknown,2023.0,,GAS,HYPER_EQUIPPED,unknown,359900,12.0,10.0,unknown,False,,False,False,0.0
263,HOUSE,APARTMENT_BLOCK,11,6.0,Flandres,Anvers,2100,,360.0,unknown,,,GAS,INSTALLED,B,1340000,,,unknown,False,,False,False,
264,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8380,,145.0,unknown,1930.0,,unknown,unknown,F,264000,,,unknown,False,,False,False,93.0
265,HOUSE,COUNTRY_COTTAGE,4,2.0,Flandres,Limbourg,3800,,364.0,unknown,2022.0,,unknown,unknown,A,725000,,,COUNTRY,False,,False,False,1.0
266,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8530,,174.0,unknown,,,unknown,unknown,E,329000,,,unknown,False,,False,False,
267,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8530,,174.0,unknown,,,unknown,unknown,E,329000,,,unknown,False,,False,False,
268,HOUSE,HOUSE,3,1.0,Flandres,Flandre Occidentale,8870,,147.0,AS_NEW,1974.0,,GAS,INSTALLED,B,268000,,,URBAN,False,,False,False,49.0
269,HOUSE,HOUSE,3,,Flandres,Flandre Occidentale,8870,,166.0,TO_RENOVATE,1966.0,,unknown,SEMI_EQUIPPED,F,159000,,,unknown,False,,False,False,57.0
270,HOUSE,HOUSE,4,1.0,Flandres,Flandre Occidentale,8800,,123.0,AS_NEW,2013.0,,GAS,INSTALLED,B,349000,,,URBAN,False,,False,False,10.0
271,HOUSE,HOUSE,4,1.0,Flandres,Anvers,2580,,156.0,TO_BE_DONE_UP,1959.0,,FUELOIL,INSTALLED,F,335000,,,unknown,False,,False,False,64.0
272,HOUSE,HOUSE,5,1.0,Flandres,Flandre Occidentale,8870,,183.0,TO_BE_DONE_UP,1955.0,,unknown,INSTALLED,F,265000,,,URBAN,False,,False,False,68.0
273,HOUSE,HOUSE,2,1.0,Flandres,Brabant Flamand,3440,,100.0,unknown,1899.0,,GAS,INSTALLED,C,190000,100.0,10.0,URBAN,False,,False,False,124.0
274,HOUSE,HOUSE,3,2.0,Flandres,Anvers,2580,,278.0,unknown,1995.0,,FUELOIL,HYPER_EQUIPPED,C,745000,,,unknown,False,,False,False,28.0
275,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2580,,201.0,unknown,1961.0,,FUELOIL,INSTALLED,E,448500,,,unknown,False,,False,False,62.0
276,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2840,,149.0,unknown,1957.0,,ELECTRIC,INSTALLED,F,348000,,,unknown,True,,False,False,66.0
277,HOUSE,VILLA,6,4.0,Flandres,Anvers,2580,,512.0,unknown,1997.0,,FUELOIL,HYPER_EQUIPPED,B,1495000,,,unknown,False,,False,True,26.0
278,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2580,,143.0,TO_BE_DONE_UP,1967.0,,FUELOIL,unknown,F,285000,,,unknown,False,,False,False,56.0
279,HOUSE,HOUSE,5,2.0,Flandres,Anvers,2235,,320.0,unknown,1997.0,,FUELOIL,HYPER_EQUIPPED,B,485000,,,unknown,False,,False,False,26.0
280,HOUSE,HOUSE,6,2.0,Flandres,Anvers,2060,,316.0,unknown,,,FUELOIL,unknown,F,399000,,,unknown,False,,False,False,
281,HOUSE,HOUSE,4,1.0,Flandres,Anvers,2580,,304.0,unknown,1996.0,,GAS,INSTALLED,C,525000,,,unknown,False,,False,False,27.0
282,HOUSE,HOUSE,2,1.0,Flandres,Anvers,2800,,131.0,unknown,1931.0,,GAS,INSTALLED,E,248000,,,unknown,False,,False,False,92.0
283,HOUSE,HOUSE,4,1.0,Flandres,Anvers,2580,,335.0,unknown,2023.0,,unknown,HYPER_EQUIPPED,unknown,725000,,,unknown,False,,False,False,0.0
284,HOUSE,HOUSE,4,2.0,Flandres,Anvers,2590,,437.0,unknown,2007.0,,GAS,HYPER_EQUIPPED,A,995000,,,unknown,False,,False,False,16.0
285,HOUSE,HOUSE,4,1.0,Flandres,Anvers,2220,,149.0,unknown,2023.0,,unknown,HYPER_EQUIPPED,unknown,460000,,,unknown,False,,False,False,0.0
286,APARTMENT,FLAT_STUDIO,0,1.0,Bruxelles,Bruxelles,1150,5.0,48.0,TO_RENOVATE,1976.0,2.0,unknown,unknown,D,198000,,5.0,unknown,False,,False,False,47.0
287,HOUSE,HOUSE,2,1.0,Flandres,Anvers,2580,,119.0,unknown,,,GAS,HYPER_EQUIPPED,B,335000,,,unknown,False,,False,False,
288,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2550,,183.0,unknown,,,GAS,HYPER_EQUIPPED,C,399000,,,unknown,False,,False,False,
289,APARTMENT,GROUND_FLOOR,5,3.0,Flandres,Flandre Orientale,9300,0.0,242.0,TO_RESTORE,,2.0,unknown,unknown,unknown,420000,,,unknown,False,,False,False,
290,APARTMENT,SERVICE_FLAT,1,1.0,Flandres,Flandre Orientale,9051,4.0,93.0,GOOD,1996.0,2.0,ELECTRIC,HYPER_EQUIPPED,C,165000,,11.0,RESIDENTIAL,False,,False,True,27.0
291,HOUSE,HOUSE,4,1.0,Flandres,Anvers,2220,,207.0,unknown,1962.0,,FUELOIL,HYPER_EQUIPPED,C,675000,,,unknown,False,,False,False,61.0
292,HOUSE,HOUSE,3,1.0,Wallonie,Hainaut,7110,,120.0,GOOD,1874.0,2.0,GAS,SEMI_EQUIPPED,E,89000,,,unknown,False,,False,False,149.0
293,HOUSE,HOUSE,4,1.0,Wallonie,Hainaut,6032,,117.0,TO_BE_DONE_UP,,3.0,FUELOIL,SEMI_EQUIPPED,G,115000,100.0,,unknown,False,,False,False,
294,HOUSE,MIXED_USE_BUILDING,4,1.0,Wallonie,Hainaut,6010,,237.0,GOOD,,2.0,FUELOIL,INSTALLED,D,180000,,,URBAN,False,,False,False,
295,HOUSE,EXCEPTIONAL_PROPERTY,3,1.0,Wallonie,Hainaut,7100,,250.0,AS_NEW,,4.0,unknown,INSTALLED,C,650000,,,unknown,False,,False,True,
296,APARTMENT,FLAT_STUDIO,0,1.0,Wallonie,Hainaut,7000,0.0,39.0,AS_NEW,,2.0,GAS,unknown,B,135000,,13.0,URBAN,False,,False,False,
297,HOUSE,APARTMENT_BLOCK,5,3.0,Flandres,Anvers,2900,,425.0,JUST_RENOVATED,,2.0,unknown,INSTALLED,unknown,645000,,,unknown,False,,False,False,
298,HOUSE,APARTMENT_BLOCK,0,3.0,Bruxelles,Bruxelles,1060,,339.0,JUST_RENOVATED,1900.0,2.0,GAS,INSTALLED,unknown,1225000,100.0,,unknown,True,,False,False,123.0
299,HOUSE,HOUSE,2,1.0,Flandres,Flandre Orientale,9220,,94.0,GOOD,,2.0,GAS,INSTALLED,D,249000,,,unknown,True,,False,False,
300,HOUSE,VILLA,4,2.0,Flandres,Flandre Occidentale,8434,,450.0,AS_NEW,2012.0,4.0,unknown,HYPER_EQUIPPED,unknown,920000,1.0,1.0,LANDSCAPE,True,,False,True,11.0
301,HOUSE,VILLA,5,3.0,Flandres,Flandre Occidentale,8870,,430.0,AS_NEW,1976.0,,unknown,HYPER_EQUIPPED,C,798000,,,RESIDENTIAL,False,,False,True,47.0
302,HOUSE,HOUSE,4,2.0,Flandres,Flandre Orientale,9090,,,GOOD,,,GAS,INSTALLED,B,635000,,,unknown,True,,False,False,
303,HOUSE,APARTMENT_BLOCK,0,2.0,Flandres,Anvers,2018,,679.0,GOOD,1997.0,2.0,unknown,INSTALLED,F,1199000,,4.0,SHOP_STREET,True,,False,False,26.0
304,HOUSE,HOUSE,3,1.0,Flandres,Limbourg,3582,,191.0,AS_NEW,2023.0,2.0,GAS,unknown,unknown,349500,,,RESIDENTIAL,False,,False,False,0.0
305,HOUSE,HOUSE,5,2.0,Flandres,Anvers,2560,,224.0,AS_NEW,,2.0,unknown,unknown,A,535000,,,unknown,False,,False,False,
306,HOUSE,HOUSE,2,1.0,Wallonie,Hainaut,7080,,108.0,TO_RENOVATE,,3.0,GAS,unknown,G,95000,,,unknown,True,,False,False,
307,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2950,,165.0,JUST_RENOVATED,1950.0,2.0,GAS,USA_HYPER_EQUIPPED,C,350000,195.0,25.0,URBAN,False,,False,False,73.0
308,HOUSE,APARTMENT_BLOCK,5,2.0,Flandres,Anvers,2930,,350.0,GOOD,,3.0,GAS,USA_INSTALLED,C,599000,500.0,40.0,unknown,False,,False,False,
309,HOUSE,MIXED_USE_BUILDING,4,1.0,Flandres,Limbourg,3690,,205.0,unknown,1930.0,3.0,GAS,unknown,D,470000,,,unknown,False,,False,False,93.0
310,HOUSE,HOUSE,4,1.0,Flandres,Limbourg,3870,,230.0,GOOD,1950.0,3.0,FUELOIL,INSTALLED,C,295000,,35.0,unknown,False,,False,True,73.0
